Image,Total_Boxes,OCR_Japanese,OCR_Translated,GT_Translated,Similarity,TP,FP,FN
tr_img_06331,4,中原区 | 木月 | 2丁目,central | district | tree | moon | two.,middle-earth. | tree | moon | two.,0.6301,3,2,1
tr_img_06332,24,東京23区内のおでかけに! | 都区内パス | おトクに | らとん | 楽しめる! | 遊べる! | 1日750円 | 黒面舟減 | 紫羽 | ブリーエリア | 東京23区内のR線が | まることし | 日乗)降り目由。 | 北千住 | 代木 | 郡川 | 西直満公園 | 面田1 | 京京2a内出(上配2リーエリアの | お求めは | 指定席券売機 | 150円 | 370円,"i'm | going | to | see | you | in | tokyo | 23! | indoor | path | tok. | don't | do | it. | it's | fun! | i | can | play! | 75,000 | yen | a | day. | blackboarding | the | purple | feather. | bree | area | there's | an | r | line | in | tokyo | 23th. | it's | the | whole | story. | by | way | of | way | of | descent. | living | in | the | north. | ebina. | county | river | western | park. | ota | 1 | i'm | going | to | give | you | a | couple | of | examples. | what | do | you | want? | it's | a | ticket | machine. | 150 | yen. | 370 | yen.",i'm | going | to | see | you | in | tokyo | 23! | indoor | paths | 75 | you're | free | to | ride | and | ride | all | day. | tok. | it's | fun! | i | don't | know. | play! | alyllya. | # | # | # | you're | welcome. | ceremonies. | shibuya. | nishi | oui | koda. | # | # | # | tokugawa | a | water | bridge. | tokyo | kanda. | # | # | # | no | water | uno. | nigeria | tasaki. | # | # | # | a | pond | bag. | akira. | two | countries. | akira | goldtown. | small | rock | # | # | # | southwest | sea | park. | # | # | # | # | # | # | it's | a | ticket | machine. | it's | convenient! | # | # | # | # | # | # | day | amount | enabled | # | # | # | 750 | yen. | son | of | a | bitch. | 370 | yen. | (laughter) | # | # | #,0.2103,30,48,79
tr_img_06333,2,Sニ | セマハ規販売店,sni. | the | semaha-saleer.,yamaha | regular | dealer.,0.3396,0,3,3
tr_img_06334,16,七間町 | 呉服町 | 紺屋町 | 葵区役所 | 市役所 | 英区役所 | 市役所,seven-day | town. | oystertown. | it's | a | town | of | blues. | zheng-ge's | office. | city | hall. | british | district | hall | city | hall.,city | hall. | city | hall. | cygnus | hall | cygnus | hall | i'll | be | right | back. | i'll | be | right | back. | it's | a | dress | town. | komachi-san. | seven-day | town. | i'll | be | right | back.,0.1146,9,8,18
tr_img_06335,2,録登 | ン,recording | up. | mm-hmm.,recording | up. | she's | a | rare | pig | mm-hmm. | no. | i | don't | know. | the | title | of | shinichi | sagitru. | ginza | umewood,0.3125,3,0,15
tr_img_06336,2,日青紡,saturation,seymour,0.3529,0,1,1
tr_img_06337,2,内寿,inner | life,it's | a | circular | electric | machine.,0.3019,0,2,5
tr_img_06338,4,中原区 | 木月 | 2丁目,central | district | tree | moon | two.,middle-earth. | tree | moon | two.,0.6301,3,2,1
tr_img_06339,0,,,come | on | mind. | i'm | getting | ready.,0.0000,0,0,6
tr_img_06340,1,,,[ | picture | on | page | 17],0.0000,0,0,5
tr_img_06341,1,緊急時にご使用くださし,please | use | it | in | case | of | an | emergency.,use | it | in | case | of | emergency.,0.8444,6,2,0
tr_img_06342,0,,,the | dust | pit.,0.0000,0,0,3
tr_img_06343,3,,,a | major | wage | movement | i've | been | working | 24 | hours | a | year | i'll | take | care | of | it. | i'm | getting | a | menu | reservation. | soulok. | # | # | # | supplies. | it's | working. | security | mela. | pull. | pull. | 110. | w-w-w-no-no-no-no-no-no-no-no.,0.0000,0,0,34
tr_img_06344,0,,,he's | in | and | out | of | the | bus. | i | need | your | help. | (east | steepbus | stock),0.0000,0,0,14
tr_img_06345,3,辻丁目,i'll | be | right | back.,one,0.0714,0,4,1
tr_img_06346,12,マイクロラアバー | キッチンクロス | サイズ：約28メ | 先剤を使わす | 頑固な汚れが | スツキリ落ちる! | おそうじ | マジック,"micro-aber | kitchen | cross | size: | about | 28 | mem | i'm | going | to | use | the | pre-medicine. | stubborn | dirt. | it's | going | to | fall! | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey, | hey. | magic.",microfiber | it's | hard-boiled. | you | don't | have | to | do | that. | stubborn | dirt. | it's | going | to | fall! | smudge | matsuk!,0.2260,7,96,10
tr_img_06347,11,この | 2oこいo? | 登呂遺切 | 6Kい | 三本平動物園,this. | two | o'clock? | i'm | sorry | for | the | climb. | 6k. | three | plain | zoos,tohoku | shizuoka. | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | up | there | and | i'm | going | to | go | with | you. | japan | plain | zoo,0.0380,2,10,128
tr_img_06348,4,青水区役所 | 南側100m | 松原町,aquamarine | hall. | 100 | meters | south. | the | town | of | matsuhara.,aquamarine | hall. | 100 | meters | south. | the | town | of | matsuhara.,1.0000,9,0,0
tr_img_06349,21,清水簡易裁判所 | 人口天 | 利証企 | 清水簡易裁判所 | 清水税務署 | 清水税矛局 | 人口天 | 川早企 | は一とびあ清水 | 静市清水社会福祉会館 | [Heartpia清水] | 人口天,"the | eclipse | court. | demosphere | a | conspiracy | of | interest. | the | eclipse | court. | i'm | sorry, | i'm | sorry, | i'm | sorry. | i'm | with | the | taxation | bureau. | demosphere | plans | for | the | quick | river | it's | a | fresh | water. | shikoku | water | society. | [hettpia | pure | water] | demosphere",the | eclipse | cyclopædia. | the | eclipse | cyclopædia. | i'm | sorry | i'm | sorry | it's | a | fresh | water. | i'm | sorry | manchuria.,0.4946,11,28,6
tr_img_06350,6,中原区 | 木丁目,central | district | woodworker.,middle-earth. | no. | no. | no,0.3226,0,3,4
tr_img_06351,5,歩て | サービス,walk. | service,savis. | yaunta. | walk | with | me. | i'll | be | right | there! | smoking | station. | here!,0.2202,0,2,12
tr_img_06352,45,エスパレスドリームプラサ | 0人晋人 | 王弖平己入I | 清水合同庁舎 | 清水合同庁舎 | 人口天掛曇乳人I | 市役所清水庁舎・清水区役所 | 市役所清水庁舎 | 清水区役所 | 人梨 | 人口I天礼人 | 人印天子冠 | ＪＲ清水駅 | マリナート | JＲ清水站 | 清水文化会箱 | JR人II天Q | 人口奏 | 清水年金事務所 | 清水年金事努所 | 人可医 | 四吾人早全,"esparres | dream | plasa | i'm | a | ten-man | man. | the | king | himself. | shizuzushi's | union | building. | shizuzushi's | union | building. | demographic | cloud | mother | i. | (for | fully | formatted | text, | see | publication) | (for | fully | formatted | text, | see | publication) | the | city's | hqui. | manchuria | hall | akira. | population | i | heavenly | man. | the | cypriot | crown. | jr | clean | water | station. | marinart. | jr | clean | water | it's | called | the | manuzu | culture | box. | jr-o-n-n-n-n-n-y. | demographical | i'm | here | to | help | you. | i'm | here | to | help | you. | i'm | here | to | help | you. | i'm | here | to | help | you. | i'm | here | to | help | you. | i'm | sure | you'll | be | glad | to | hear | about | it. | a | human | doctor. | all | four | men | are | ready.",shizuzushi's | union | building. | i'll | take | care | of | it. | (for | fully | formatted | text | (for | fully | formatted | text | jr | clean | water | station. | marina. | i'm | here | to | help | you. | i'm | here | to | help | you. | i'm | here | to | help | you. | i'm | here | to | help | you. | i'm | here | to | help | you. | i'm | here | to | help | you. | i'm | sure | you'll | be | glad | to | hear | it. | jr | clean | water | i'm | not | sure | what | i'm | going | to | do. | i'm | going | to | do | it | again. | i | don't | know | what | you're | talking | about. | escort-drill | meme | plaza.,0.1207,51,52,35
tr_img_06353,12,ブ・ナ科 | 白樫 | シラカシ | 材は白くて堅く道具 | 樹皮は黒っぽいが | ドングリの皿の模様は輪 | の柄になる。 | 状。 | 暖地の山に生える常緑高木。,bu | nacs. | white | oak. | syracuse | the | wood | is | white | and | solid. | the | bark | is | black. | it's | got | a | ring | on | the | plate | of | the | dongly. | it's | a | pattern. | a | letter. | the | permafrost | trees | that | grow | in | the | mountains | of | warm | places.,white | oak. | tchatch. | bruna's | department. | the | bark | is | black. | the | wood | is | white | and | solid. | it's | a | pattern. | the | markings | on | the | bowls | of | the | dogly | are | on | the | way. | a | letter. | it's | the | ever-growing | high | school | that | grows | in | the | mountains | of | warm | places.,0.0353,30,11,15
tr_img_06354,4,おみやげの店,it's | a | souvenir | shop.,it's | a | souvenir | shop. | # | # | # | circle | circle | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | # | #,0.3462,4,0,23
tr_img_06355,5,有限 | なるみ西 | 会社 | センター,limits | hundred | company | center,cooking's | done. | hey. | shh. | it's | just | a | matter | of | time. | limits | company | transmission | center | it's | a | shop.,0.2976,3,1,14
tr_img_06356,13,馬町東京横浜鎌倉方直 | 船武線(特急快速 | 東,- | right. | - | right. | we're | moving | fast. | east,speed | speed | sadako. | fifteen. | fifteen. | tokyo | it's | a | horse-eating | town. | tokyo | yokohama | it's | in | kamakura. | general | - | fast.,0.2899,2,6,16
tr_img_06357,2,「ポイント貯まワます,"and | i | said, | ""well, | i'm | not | going | to | do | that.""",,0.0000,0,10,0
tr_img_06358,3,くろわつさん専門店,"i'm | sorry, | i'm | sorry. | i'm | sorry.",- | i'm | sorry. | - | i | didn't | know | you | were | here.,0.4854,2,4,8
tr_img_06359,1,くS元住書,k-s-a-r-a-s-a-r-a-s-a-r-a-a-t-a-a-t-a-a-d-a.,welcome | to | ks | home.,0.0870,0,1,4
tr_img_06360,4,中原区 | 木月 | 1丁目,central | district | tree | moon | one.,middle-earth. | tree | moon | one.,0.6301,3,2,1
tr_img_06361,15,県立美術館 | 県立大学 | 草薙駅,the | state | museum. | district | university. | weedo | station.,it's | a | state | museum. | district | university. | weedo | station.,0.9333,6,1,2
tr_img_06362,4,田 | 二丁目,ta. | two.,mida. | two.,0.8182,1,1,1
tr_img_06363,2,中の島1条2丁目,i'm | on | the | island. | i'm | on | the | island.,one | and | two | islands | inside.,0.5581,0,8,5
tr_img_06364,2,人 | イメメスン,people. | immen.,he's | a | teenager. | please | come | in. | ossmell. | (snowka | shizuoka) | (whispering) | 500 | yen.,0.1849,0,2,12
tr_img_06365,4,日本橋 | 人形町 | 一丁目,japan | bridge | doll | town | one.,japan | bridge | it's | doll | town. | one.,0.8974,4,1,2
tr_img_06366,5,日232 | モ八 | 東急車輪 | 平成20年,232 | days. | moji. | east | fast | wheel. | 20 | years | old.,east | fast | wheel. | 20 | years | old.,0.7843,6,3,0
tr_img_06367,1,元住吉,hikichi.,crystal | diamond | hikichi.,0.4444,1,0,2
tr_img_06368,1,山信東目本,yamamoto-do.,jr | east | japan,0.1379,0,1,3
tr_img_06369,6,ーズ | 東京都三鷹市北野4一2一26 | 株) | 管理,"z. | 41226 | northern | kanta, | tokyo | city. | (president) | manage",sani. | akems. | 4-226 | norse | coast | manage | (susdaus),0.4531,1,7,6
tr_img_06370,4,豊平区,fabian | districts,george | oh | rectangle | no,0.2609,0,2,4
tr_img_06371,2,,,? | ? | ? | ? | mm-hmm. | i've | been | in | chihuahua | for | a | few | months.,0.0000,0,0,13
tr_img_06372,4,日本橋 | 人形町 | 二丁目,japan | bridge | doll | town | two.,japan | bridge | it's | doll | town. | two.,0.8974,4,1,2
tr_img_06373,0,,,emergency | call.,0.0000,0,0,2
tr_img_06374,3,売っます | 買します | 探します言,i'll | sell | it. | i'll | buy | it. | i'll | look | for | it.,i'll | sell | it! | i'll | buy | it! | i'll | look | for | it! | i'll | buy | some | fishing | gear | it's | free | of | review.,0.6316,7,3,12
